,date,time,code,open,high,low,close,volume,amount,adjustflag
42,2016-01-04,20160104143500000,sz.000001,8.7660042400,8.7660042400,8.7660042400,8.7660042400,0,0.0000,2
43,2016-01-04,20160104144000000,sz.000001,8.7660042400,8.7660042400,8.7660042400,8.7660042400,0,0.0000,2
44,2016-01-04,20160104144500000,sz.000001,8.7660042400,8.7660042400,8.7660042400,8.7660042400,0,0.0000,2
45,2016-01-04,20160104145000000,sz.000001,8.7660042400,8.7660042400,8.7660042400,8.7660042400,0,0.0000,2
46,2016-01-04,20160104145500000,sz.000001,8.7660042400,8.7660042400,8.7660042400,8.7660042400,0,0.0000,2
47,2016-01-04,20160104150000000,sz.000001,8.7737480600,8.7737480600,8.7737480600,8.7737480600,477200,5389824.0000,2
48,2016-01-05,20160105093500000,sz.000001,8.7272851400,8.8356986200,8.6498469400,8.8356986200,7285000,81957104.0000,2
49,2016-01-05,20160105094000000,sz.000001,8.8356986200,8.8744177200,8.8202109800,8.8279548000,3626300,41451696.0000,2
50,2016-01-05,20160105094500000,sz.000001,8.8124671600,8.9286244600,8.7969795200,8.9286244600,2022900,23064800.0000,2
51,2016-01-05,20160105095000000,sz.000001,8.9363682800,8.9518559200,8.9053930000,8.9286244600,3193900,36827008.0000,2
52,2016-01-05,20160105095500000,sz.000001,8.9286244600,8.9518559200,8.8744177200,8.8821615400,2446000,28179296.0000,2
53,2016-01-05,20160105100000000,sz.000001,8.8821615400,8.9131368200,8.8511862600,8.8589300800,1429100,16403104.0000,2
54,2016-01-05,20160105100500000,sz.000001,8.8589300800,8.8666739000,8.8202109800,8.8356986200,1315400,15021696.0000,2
55,2016-01-05,20160105101000000,sz.000001,8.8511862600,8.8589300800,8.8202109800,8.8434424400,1584200,18065696.0000,2
56,2016-01-05,20160105101500000,sz.000001,8.8434424400,8.8899053600,8.8279548000,8.8744177200,788600,9017600.0000,2
57,2016-01-05,20160105102000000,sz.000001,8.8666739000,8.8899053600,8.8589300800,8.8589300800,1056900,12110688.0000,2
58,2016-01-05,20160105102500000,sz.000001,8.8511862600,8.8899053600,8.8434424400,8.8666739000,701500,8028000.0000,2
59,2016-01-05,20160105103000000,sz.000001,8.8666739000,8.8976491800,8.8666739000,8.8744177200,765100,8776096.0000,2
60,2016-01-05,20160105103500000,sz.000001,8.8744177200,8.9131368200,8.8666739000,8.8899053600,1298900,14931520.0000,2
61,2016-01-05,20160105104000000,sz.000001,8.8899053600,8.9053930000,8.8511862600,8.8744177200,1474500,16908192.0000,2
62,2016-01-05,20160105104500000,sz.000001,8.8666739000,8.8744177200,8.8434424400,8.8434424400,819400,9367392.0000,2
63,2016-01-05,20160105105000000,sz.000001,8.8356986200,8.8976491800,8.8356986200,8.8899053600,585900,6702720.0000,2
64,2016-01-05,20160105105500000,sz.000001,8.8899053600,8.9363682800,8.8821615400,8.9286244600,1056900,12159808.0000,2
65,2016-01-05,20160105110000000,sz.000001,8.9363682800,8.9363682800,8.8976491800,8.9053930000,492100,5661376.0000,2
66,2016-01-05,20160105110500000,sz.000001,8.9053930000,8.9286244600,8.8976491800,8.9208806400,589200,6784704.0000,2
67,2016-01-05,20160105111000000,sz.000001,8.9131368200,8.9286244600,8.8899053600,8.8976491800,610800,7032416.0000,2
68,2016-01-05,20160105111500000,sz.000001,8.8976491800,8.9286244600,8.8899053600,8.9053930000,624000,7178592.0000,2
69,2016-01-05,20160105112000000,sz.000001,8.8976491800,8.9131368200,8.8744177200,8.8744177200,335500,3850592.0000,2
70,2016-01-05,20160105112500000,sz.000001,8.8744177200,8.8976491800,8.8666739000,8.8899053600,412300,4729408.0000,2
71,2016-01-05,20160105113000000,sz.000001,8.8899053600,8.8899053600,8.8666739000,8.8666739000,595200,6821088.0000,2
72,2016-01-05,20160105130500000,sz.000001,8.8899053600,8.9208806400,8.8744177200,8.9053930000,928800,10674400.0000,2
73,2016-01-05,20160105131000000,sz.000001,8.8976491800,8.9053930000,8.8744177200,8.8821615400,832000,9552608.0000,2
74,2016-01-05,20160105131500000,sz.000001,8.8744177200,8.8976491800,8.8589300800,8.8589300800,752100,8612512.0000,2
75,2016-01-05,20160105132000000,sz.000001,8.8589300800,8.8666739000,8.8202109800,8.8356986200,1247200,14243104.0000,2
76,2016-01-05,20160105132500000,sz.000001,8.8279548000,8.8589300800,8.8279548000,8.8434424400,822500,9391296.0000,2
77,2016-01-05,20160105133000000,sz.000001,8.8434424400,8.8511862600,8.7660042400,8.7814918800,1608800,18290688.0000,2
78,2016-01-05,20160105133500000,sz.000001,8.7737480600,8.8124671600,8.7582604200,8.8124671600,1820900,20642208.0000,2
79,2016-01-05,20160105134000000,sz.000001,8.8124671600,8.8279548000,8.7892357000,8.7892357000,743400,8451904.0000,2
80,2016-01-05,20160105134500000,sz.000001,8.7892357000,8.8047233400,8.7427727800,8.7814918800,2346700,26575296.0000,2
81,2016-01-05,20160105135000000,sz.000001,8.7892357000,8.7969795200,8.7737480600,8.7892357000,903000,10246816.0000,2
82,2016-01-05,20160105135500000,sz.000001,8.7892357000,8.7892357000,8.7582604200,8.7660042400,1032200,11699264.0000,2
83,2016-01-05,20160105140000000,sz.000001,8.7582604200,8.7969795200,8.7505166000,8.7892357000,1088500,12322304.0000,2
84,2016-01-05,20160105140500000,sz.000001,8.7969795200,8.7969795200,8.7814918800,8.7892357000,1060300,12036288.0000,2
85,2016-01-05,20160105141000000,sz.000001,8.7892357000,8.7969795200,8.7582604200,8.7660042400,794600,9009728.0000,2
86,2016-01-05,20160105141500000,sz.000001,8.7660042400,8.7660042400,8.6730784000,8.6885660400,3830600,43117568.0000,2
87,2016-01-05,20160105142000000,sz.000001,8.6885660400,8.7582604200,8.6885660400,8.7427727800,1466600,16511040.0000,2
88,2016-01-05,20160105142500000,sz.000001,8.7350289600,8.7660042400,8.7195413200,8.7427727800,1285700,14517376.0000,2
89,2016-01-05,20160105143000000,sz.000001,8.7427727800,8.8124671600,8.7427727800,8.7814918800,1962300,22261888.0000,2
90,2016-01-05,20160105143500000,sz.000001,8.7892357000,8.8202109800,8.7737480600,8.8202109800,965300,10963392.0000,2
91,2016-01-05,20160105144000000,sz.000001,8.8202109800,8.8899053600,8.8202109800,8.8666739000,1456600,16674112.0000,2
92,2016-01-05,20160105144500000,sz.000001,8.8744177200,8.8744177200,8.8124671600,8.8202109800,859700,9826624.0000,2
93,2016-01-05,20160105145000000,sz.000001,8.8202109800,8.8589300800,8.8202109800,8.8356986200,1106800,12635776.0000,2
94,2016-01-05,20160105145500000,sz.000001,8.8356986200,8.8356986200,8.8124671600,8.8279548000,1497800,17067136.0000,2
95,2016-01-05,20160105150000000,sz.000001,8.8279548000,8.8356986200,8.8202109800,8.8279548000,805000,9177472.0000,2
96,2016-01-06,20160106093500000,sz.000001,8.8434424400,8.8976491800,8.8356986200,8.8589300800,2735100,31282400.0000,2
97,2016-01-06,20160106094000000,sz.000001,8.8589300800,8.9053930000,8.8511862600,8.8821615400,1633800,18728300.0000,2
98,2016-01-06,20160106094500000,sz.000001,8.8744177200,8.8821615400,8.8511862600,8.8511862600,1019100,11675300.0000,2
99,2016-01-06,20160106095000000,sz.000001,8.8511862600,8.8589300800,8.8279548000,8.8511862600,1079000,12320304.0000,2
100,2016-01-06,20160106095500000,sz.000001,8.8511862600,8.8589300800,8.8434424400,8.8589300800,1118200,12776592.0000,2
101,2016-01-06,20160106100000000,sz.000001,8.8511862600,8.8821615400,8.8434424400,8.8666739000,1127100,12912504.0000,2
102,2016-01-06,20160106100500000,sz.000001,8.8666739000,8.8744177200,8.8511862600,8.8666739000,961700,11010696.0000,2
103,2016-01-06,20160106101000000,sz.000001,8.8744177200,8.8744177200,8.8434424400,8.8434424400,975900,11158504.0000,2
104,2016-01-06,20160106101500000,sz.000001,8.8511862600,8.8666739000,8.8356986200,8.8666739000,544900,6231096.0000,2
105,2016-01-06,20160106102000000,sz.000001,8.8589300800,8.8666739000,8.8511862600,8.8589300800,801200,9164912.0000,2
106,2016-01-06,20160106102500000,sz.000001,8.8589300800,8.8744177200,8.8511862600,8.8666739000,1348800,15438192.0000,2
107,2016-01-06,20160106103000000,sz.000001,8.8666739000,8.8666739000,8.8511862600,8.8589300800,920100,10528896.0000,2
108,2016-01-06,20160106103500000,sz.000001,8.8589300800,8.8666739000,8.8511862600,8.8666739000,978800,11199008.0000,2
109,2016-01-06,20160106104000000,sz.000001,8.8589300800,8.8666739000,8.8356986200,8.8356986200,1093500,12492800.0000,2
110,2016-01-06,20160106104500000,sz.000001,8.8356986200,8.8434424400,8.8279548000,8.8434424400,1391700,15881392.0000,2
111,2016-01-06,20160106105000000,sz.000001,8.8434424400,8.8589300800,8.8356986200,8.8434424400,739000,8442208.0000,2
112,2016-01-06,20160106105500000,sz.000001,8.8511862600,8.8511862600,8.8279548000,8.8279548000,857900,9787904.0000,2
113,2016-01-06,20160106110000000,sz.000001,8.8356986200,8.8356986200,8.8202109800,8.8356986200,602200,6862896.0000,2
114,2016-01-06,20160106110500000,sz.000001,8.8279548000,8.8434424400,8.8279548000,8.8279548000,482800,5508192.0000,2
115,2016-01-06,20160106111000000,sz.000001,8.8434424400,8.8511862600,8.8279548000,8.8511862600,583700,6664800.0000,2
116,2016-01-06,20160106111500000,sz.000001,8.8511862600,8.8511862600,8.8356986200,8.8434424400,434400,4960704.0000,2
117,2016-01-06,20160106112000000,sz.000001,8.8434424400,8.9363682800,8.8434424400,8.9053930000,4017000,46123312.0000,2
118,2016-01-06,20160106112500000,sz.000001,8.9053930000,8.9053930000,8.8744177200,8.8976491800,719900,8262784.0000,2
119,2016-01-06,20160106113000000,sz.000001,8.8976491800,8.9053930000,8.8821615400,8.8899053600,400800,4602208.0000,2
120,2016-01-06,20160106130500000,sz.000001,8.8899053600,8.9053930000,8.8666739000,8.8744177200,767400,8807392.0000,2
121,2016-01-06,20160106131000000,sz.000001,8.8666739000,8.8821615400,8.8589300800,8.8589300800,583700,6684896.0000,2
122,2016-01-06,20160106131500000,sz.000001,8.8589300800,8.8821615400,8.8511862600,8.8589300800,345500,3955424.0000,2
123,2016-01-06,20160106132000000,sz.000001,8.8589300800,8.8899053600,8.8589300800,8.8744177200,328600,3763072.0000,2
124,2016-01-06,20160106132500000,sz.000001,8.8899053600,8.8976491800,8.8744177200,8.8821615400,553100,6345408.0000,2
125,2016-01-06,20160106133000000,sz.000001,8.8821615400,8.8976491800,8.8821615400,8.8899053600,606700,6968000.0000,2
126,2016-01-06,20160106133500000,sz.000001,8.8976491800,8.9053930000,8.8666739000,8.8976491800,803600,9223296.0000,2
127,2016-01-06,20160106134000000,sz.000001,8.8976491800,8.9286244600,8.8899053600,8.9053930000,1591300,18299808.0000,2
128,2016-01-06,20160106134500000,sz.000001,8.9053930000,8.9131368200,8.8899053600,8.9131368200,853900,9820192.0000,2
129,2016-01-06,20160106135000000,sz.000001,8.9131368200,8.9441121000,8.8976491800,8.9363682800,1848800,21302208.0000,2
130,2016-01-06,20160106135500000,sz.000001,8.9363682800,8.9441121000,8.9053930000,8.9053930000,1780000,20520512.0000,2
131,2016-01-06,20160106140000000,sz.000001,8.9131368200,8.9131368200,8.8821615400,8.8976491800,1071600,12318688.0000,2
132,2016-01-06,20160106140500000,sz.000001,8.8976491800,8.9363682800,8.8976491800,8.9208806400,1176600,13544800.0000,2
133,2016-01-06,20160106141000000,sz.000001,8.9286244600,8.9286244600,8.8899053600,8.9053930000,1517600,17449792.0000,2
134,2016-01-06,20160106141500000,sz.000001,8.9053930000,8.9286244600,8.8976491800,8.8976491800,767700,8830112.0000,2
135,2016-01-06,20160106142000000,sz.000001,8.8976491800,8.9131368200,8.8976491800,8.9053930000,788500,9067104.0000,2
136,2016-01-06,20160106142500000,sz.000001,8.9053930000,8.9363682800,8.8899053600,8.9286244600,1444600,16620704.0000,2
137,2016-01-06,20160106143000000,sz.000001,8.9363682800,8.9518559200,8.9208806400,8.9208806400,1446700,16694784.0000,2
138,2016-01-06,20160106143500000,sz.000001,8.9208806400,8.9286244600,8.9131368200,8.9131368200,1003600,11557088.0000,2
139,2016-01-06,20160106144000000,sz.000001,8.9131368200,8.9208806400,8.8976491800,8.9053930000,913900,10515200.0000,2
140,2016-01-06,20160106144500000,sz.000001,8.9053930000,8.9208806400,8.9053930000,8.9208806400,1084500,12478336.0000,2
141,2016-01-06,20160106145000000,sz.000001,8.9131368200,8.9208806400,8.9053930000,8.9053930000,1190200,13697792.0000,2
142,2016-01-06,20160106145500000,sz.000001,8.9131368200,8.9286244600,8.9053930000,8.9286244600,1300000,14969408.0000,2
143,2016-01-06,20160106150000000,sz.000001,8.9286244600,8.9286244600,8.9208806400,8.9286244600,1235900,14248704.0000,2
144,2016-01-07,20160107093500000,sz.000001,8.8356986200,8.8356986200,8.7814918800,8.8202109800,2747900,31281500.0000,2
145,2016-01-07,20160107094000000,sz.000001,8.8124671600,8.8124671600,8.6111278400,8.6575907600,4658700,52373300.0000,2
146,2016-01-07,20160107094500000,sz.000001,8.6653345800,8.6653345800,8.5414334600,8.5569211000,5043100,56078992.0000,2
147,2016-01-07,20160107095000000,sz.000001,8.5569211000,8.5569211000,8.5569211000,8.5569211000,0,0.0000,2
148,2016-01-07,20160107095500000,sz.000001,8.5569211000,8.5569211000,8.5569211000,8.5569211000,0,0.0000,2
149,2016-01-07,20160107100000000,sz.000001,8.5182020000,8.5182020000,8.4485076200,8.4794829000,4936400,54151904.0000,2
150,2016-01-07,20160107100500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
151,2016-01-07,20160107101000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
152,2016-01-07,20160107101500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
153,2016-01-07,20160107102000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
154,2016-01-07,20160107102500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
155,2016-01-07,20160107103000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
156,2016-01-07,20160107103500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
157,2016-01-07,20160107104000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
158,2016-01-07,20160107104500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
159,2016-01-07,20160107105000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
160,2016-01-07,20160107105500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
161,2016-01-07,20160107110000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
162,2016-01-07,20160107110500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
163,2016-01-07,20160107111000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
164,2016-01-07,20160107111500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
165,2016-01-07,20160107112000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
166,2016-01-07,20160107112500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
167,2016-01-07,20160107113000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
168,2016-01-07,20160107130500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
169,2016-01-07,20160107131000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
170,2016-01-07,20160107131500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
171,2016-01-07,20160107132000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
172,2016-01-07,20160107132500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
173,2016-01-07,20160107133000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
174,2016-01-07,20160107133500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
175,2016-01-07,20160107134000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
176,2016-01-07,20160107134500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
177,2016-01-07,20160107135000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
178,2016-01-07,20160107135500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
179,2016-01-07,20160107140000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
180,2016-01-07,20160107140500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
181,2016-01-07,20160107141000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
182,2016-01-07,20160107141500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
183,2016-01-07,20160107142000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
184,2016-01-07,20160107142500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
185,2016-01-07,20160107143000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
186,2016-01-07,20160107143500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
187,2016-01-07,20160107144000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
188,2016-01-07,20160107144500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
189,2016-01-07,20160107145000000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
190,2016-01-07,20160107145500000,sz.000001,8.4794829000,8.4794829000,8.4794829000,8.4794829000,0,0.0000,2
191,2016-01-07,20160107150000000,sz.000001,8.4717390800,8.4717390800,8.4717390800,8.4717390800,90000,983808.0000,2
192,2016-01-08,20160108093500000,sz.000001,8.6808222200,8.6963098600,8.6111278400,8.6111278400,7917300,88600800.0000,2
193,2016-01-08,20160108094000000,sz.000001,8.6033840200,8.6266154800,8.5801525600,8.6111278400,3145200,34923600.0000,2
194,2016-01-08,20160108094500000,sz.000001,8.6111278400,8.6343593000,8.5259458200,8.5414334600,3582300,39706800.0000,2
195,2016-01-08,20160108095000000,sz.000001,8.5182020000,8.5569211000,8.4485076200,8.4794829000,5786600,63496000.0000,2
196,2016-01-08,20160108095500000,sz.000001,8.4794829000,8.5956402000,8.4794829000,8.5569211000,3067400,33863696.0000,2
197,2016-01-08,20160108100000000,sz.000001,8.5491772800,8.5956402000,8.5336896400,8.5801525600,2668000,29512912.0000,2
198,2016-01-08,20160108100500000,sz.000001,8.5878963800,8.5956402000,8.5569211000,8.5724087400,1875800,20768384.0000,2
199,2016-01-08,20160108101000000,sz.000001,8.5646649200,8.5878963800,8.5569211000,8.5646649200,985800,10911104.0000,2
200,2016-01-08,20160108101500000,sz.000001,8.5646649200,8.5801525600,8.5569211000,8.5801525600,926300,10248416.0000,2
201,2016-01-08,20160108102000000,sz.000001,8.5801525600,8.6188716600,8.5646649200,8.6188716600,1742500,19333472.0000,2
202,2016-01-08,20160108102500000,sz.000001,8.6188716600,8.6343593000,8.5956402000,8.5956402000,1726800,19213312.0000,2
203,2016-01-08,20160108103000000,sz.000001,8.6111278400,8.6111278400,8.5878963800,8.5956402000,1654100,18366400.0000,2
204,2016-01-08,20160108103500000,sz.000001,8.6033840200,8.6033840200,8.5646649200,8.5878963800,1276500,14144320.0000,2
205,2016-01-08,20160108104000000,sz.000001,8.5878963800,8.5956402000,8.5646649200,8.5801525600,936500,10373568.0000,2
206,2016-01-08,20160108104500000,sz.000001,8.5956402000,8.5956402000,8.5801525600,8.5801525600,501800,5565824.0000,2
207,2016-01-08,20160108105000000,sz.000001,8.5878963800,8.5956402000,8.5801525600,8.5956402000,716800,7950208.0000,2
208,2016-01-08,20160108105500000,sz.000001,8.5878963800,8.5956402000,8.5491772800,8.5491772800,1431900,15841792.0000,2
209,2016-01-08,20160108110000000,sz.000001,8.5414334600,8.5724087400,8.5182020000,8.5336896400,3254800,35865408.0000,2
210,2016-01-08,20160108110500000,sz.000001,8.5336896400,8.5569211000,8.5259458200,8.5491772800,1276200,14069088.0000,2
211,2016-01-08,20160108111000000,sz.000001,8.5569211000,8.5724087400,8.5491772800,8.5724087400,556600,6152992.0000,2
212,2016-01-08,20160108111500000,sz.000001,8.5724087400,8.6111278400,8.5646649200,8.5878963800,1244300,13805312.0000,2
213,2016-01-08,20160108112000000,sz.000001,8.6033840200,8.6033840200,8.5724087400,8.5956402000,832600,9236096.0000,2
214,2016-01-08,20160108112500000,sz.000001,8.5956402000,8.6498469400,8.5878963800,8.6266154800,1431000,15930816.0000,2
215,2016-01-08,20160108113000000,sz.000001,8.6343593000,8.6885660400,8.6188716600,8.6885660400,1947900,21776192.0000,2
216,2016-01-08,20160108130500000,sz.000001,8.6963098600,8.7272851400,8.6730784000,8.6730784000,2300400,25856320.0000,2
217,2016-01-08,20160108131000000,sz.000001,8.6730784000,8.6808222200,8.6421031200,8.6498469400,894500,10000640.0000,2
218,2016-01-08,20160108131500000,sz.000001,8.6575907600,8.6730784000,8.6421031200,8.6575907600,489900,5477056.0000,2
219,2016-01-08,20160108132000000,sz.000001,8.6575907600,8.6963098600,8.6575907600,8.6885660400,754400,8452800.0000,2
220,2016-01-08,20160108132500000,sz.000001,8.6885660400,8.7040536800,8.6653345800,8.6653345800,1072300,12030848.0000,2
221,2016-01-08,20160108133000000,sz.000001,8.6730784000,8.7195413200,8.6653345800,8.7195413200,996800,11193024.0000,2
222,2016-01-08,20160108133500000,sz.000001,8.7272851400,8.7427727800,8.7040536800,8.7195413200,1678300,18918080.0000,2
223,2016-01-08,20160108134000000,sz.000001,8.7195413200,8.7195413200,8.6730784000,8.6808222200,728900,8183808.0000,2
224,2016-01-08,20160108134500000,sz.000001,8.6808222200,8.7040536800,8.6730784000,8.6963098600,728700,8172544.0000,2
225,2016-01-08,20160108135000000,sz.000001,8.6963098600,8.7117975000,8.6885660400,8.6963098600,617600,6938048.0000,2
